datetime,DayOfYear,DayOfMonth,DayOfWeek,Year,Month,Hour,volume,temp,rain_1h,sun_1h,snow_1h,weather_cat,is_holiday
2015-01-01 00:00:00,1,1,3,2015,1,0,144.0,-3.6,0.0,0.0,0.0,Night,1
2015-01-01 01:00:00,1,1,3,2015,1,1,324.0,-4.1,0.0,0.0,0.0,Night,1
2015-01-01 02:00:00,1,1,3,2015,1,2,284.0,-3.7,0.0,0.0,0.0,Night,1
2015-01-01 03:00:00,1,1,3,2015,1,3,188.0,-3.8,0.0,0.0,0.0,Night,1
2015-01-01 04:00:00,1,1,3,2015,1,4,130.0,-4.2,0.0,0.0,0.0,Night,1
2015-01-01 05:00:00,1,1,3,2015,1,5,104.0,-3.4,0.0,0.0,0.0,Night,1
2015-01-01 06:00:00,1,1,3,2015,1,6,209.0,-3.0,0.0,0.0,0.0,Night,1
2015-01-01 07:00:00,1,1,3,2015,1,7,841.0,-2.9,0.0,0.0,0.0,Cloudy,1
2015-01-01 08:00:00,1,1,3,2015,1,8,1132.0,-2.9,0.0,11.0,1.0,Snow,1
2015-01-01 09:00:00,1,1,3,2015,1,9,899.0,-2.8,0.0,0.0,1.0,Snow,1
2015-01-01 10:00:00,1,1,3,2015,1,10,978.0,-2.4,0.0,0.0,0.0,Cloudy,1
2015-01-01 11:00:00,1,1,3,2015,1,11,1124.0,-2.3,0.0,0.0,0.0,Cloudy,1
2015-01-01 12:00:00,1,1,3,2015,1,12,1177.0,-2.3,0.0,0.0,0.0,Cloudy,1
2015-01-01 13:00:00,1,1,3,2015,1,13,1068.0,-2.1,0.0,0.0,0.0,Cloudy,1
2015-01-01 14:00:00,1,1,3,2015,1,14,997.0,-2.0,0.0,0.0,0.0,Cloudy,1
2015-01-01 15:00:00,1,1,3,2015,1,15,909.0,-1.9,0.0,0.0,0.0,Cloudy,1
2015-01-01 16:00:00,1,1,3,2015,1,16,829.0,-1.8,0.0,0.0,0.0,Cloudy,1
2015-01-01 17:00:00,1,1,3,2015,1,17,777.0,-2.2,0.0,0.0,0.0,Cloudy,1
2015-01-01 18:00:00,1,1,3,2015,1,18,619.0,-2.0,0.0,0.0,0.0,Cloudy,1
2015-01-01 19:00:00,1,1,3,2015,1,19,379.0,-2.1,0.0,0.0,0.0,Cloudy,1
2015-01-01 20:00:00,1,1,3,2015,1,20,360.0,-2.2,0.0,0.0,0.0,Night,1
2015-01-01 21:00:00,1,1,3,2015,1,21,230.0,-2.8,0.0,0.0,0.0,Night,1
2015-01-01 22:00:00,1,1,3,2015,1,22,192.0,-3.4,0.0,0.0,0.0,Night,1
2015-01-01 23:00:00,1,1,3,2015,1,23,204.0,-2.6,0.0,0.0,0.0,Night,1
2015-01-02 00:00:00,2,2,4,2015,1,0,92.0,-3.7,0.0,0.0,2.0,Snow,0
2015-01-02 01:00:00,2,2,4,2015,1,1,69.0,-2.8,0.0,0.0,0.0,Night,0
2015-01-02 02:00:00,2,2,4,2015,1,2,33.0,-2.8,0.0,0.0,0.0,Night,0
2015-01-02 03:00:00,2,2,4,2015,1,3,38.0,-2.9,0.0,0.0,0.0,Night,0
2015-01-02 04:00:00,2,2,4,2015,1,4,57.0,-3.5,0.0,0.0,0.0,Night,0
2015-01-02 05:00:00,2,2,4,2015,1,5,98.0,-3.2,0.0,0.0,0.0,Night,0
2015-01-02 06:00:00,2,2,4,2015,1,6,301.0,-2.7,0.0,0.0,0.0,Night,0
2015-01-02 07:00:00,2,2,4,2015,1,7,1185.0,-2.6,0.0,0.0,0.0,Cloudy,0
2015-01-02 08:00:00,2,2,4,2015,1,8,1516.0,-2.4,0.0,5.0,0.0,Cloudy,0
2015-01-02 09:00:00,2,2,4,2015,1,9,1322.0,-0.9,0.0,34.0,0.0,Clear,0
2015-01-02 10:00:00,2,2,4,2015,1,10,1410.0,-1.5,0.0,0.0,0.0,Cloudy,0
2015-01-02 11:00:00,2,2,4,2015,1,11,1395.0,0.1,0.0,0.0,0.0,Cloudy,0
