datetime,DayOfYear,DayOfMonth,DayOfWeek,Year,Month,Hour,volume,temp,rain_1h,sun_1h,snow_1h,weather_cat,is_holiday
2021-05-01 00:00:00,121,1,5,2021,5,0,94.0,6.4,0.0,0.0,0.0,Night,0
2021-05-01 01:00:00,121,1,5,2021,5,1,56.0,6.6,0.0,0.0,0.0,Night,0
2021-05-01 02:00:00,121,1,5,2021,5,2,40.0,6.6,0.0,0.0,0.0,Night,0
2021-05-01 03:00:00,121,1,5,2021,5,3,26.0,6.7,0.0,0.0,0.0,Night,0
2021-05-01 04:00:00,121,1,5,2021,5,4,70.0,6.7,0.0,0.0,0.0,Night,0
2021-05-01 05:00:00,121,1,5,2021,5,5,122.0,6.6,0.0,0.0,0.0,Night,0
2021-05-01 06:00:00,121,1,5,2021,5,6,200.0,6.9,0.0,0.0,0.0,Night,0
2021-05-01 07:00:00,121,1,5,2021,5,7,329.0,7.2,0.0,0.0,0.0,Cloudy,0
2021-05-01 08:00:00,121,1,5,2021,5,8,523.0,7.6,0.0,0.0,0.0,Cloudy,0
2021-05-01 09:00:00,121,1,5,2021,5,9,719.0,7.8,0.0,0.0,0.0,Cloudy,0
2021-05-01 10:00:00,121,1,5,2021,5,10,919.0,8.0,0.0,0.0,0.0,Cloudy,0
2021-05-01 11:00:00,121,1,5,2021,5,11,1026.0,8.1,0.0,0.0,0.0,Cloudy,0
2021-05-01 12:00:00,121,1,5,2021,5,12,972.0,8.4,0.0,0.0,0.0,Cloudy,0
2021-05-01 13:00:00,121,1,5,2021,5,13,1080.0,8.3,0.4,0.0,0.0,Rain,0
2021-05-01 14:00:00,121,1,5,2021,5,14,924.0,8.2,1.4,0.0,0.0,Rain,0
2021-05-01 15:00:00,121,1,5,2021,5,15,762.0,8.2,1.4,0.0,0.0,Rain,0
2021-05-01 16:00:00,121,1,5,2021,5,16,676.0,8.2,1.0,0.0,0.0,Rain,0
2021-05-01 17:00:00,121,1,5,2021,5,17,631.0,7.9,0.9,0.0,0.0,Rain,0
2021-05-01 18:00:00,121,1,5,2021,5,18,470.0,7.6,0.7,0.0,0.0,Rain,0
2021-05-01 19:00:00,121,1,5,2021,5,19,323.0,7.2,0.7,0.0,0.0,Rain,0
2021-05-01 20:00:00,121,1,5,2021,5,20,198.0,6.9,1.5,0.0,0.0,Rain,0
2021-05-01 21:00:00,121,1,5,2021,5,21,139.0,6.7,2.7,0.0,0.0,Rain,0
2021-05-01 22:00:00,121,1,5,2021,5,22,147.0,6.1,1.9,0.0,0.0,Rain,0
2021-05-01 23:00:00,121,1,5,2021,5,23,138.0,5.6,1.2,0.0,0.0,Rain,0
2021-05-02 00:00:00,122,2,6,2021,5,0,94.0,5.3,0.8,0.0,0.0,Rain,0
2021-05-02 01:00:00,122,2,6,2021,5,1,60.0,5.0,0.8,0.0,0.0,Rain,0
2021-05-02 02:00:00,122,2,6,2021,5,2,33.0,4.9,0.7,0.0,0.0,Rain,0
2021-05-02 03:00:00,122,2,6,2021,5,3,21.0,4.7,1.5,0.0,0.0,Rain,0
2021-05-02 04:00:00,122,2,6,2021,5,4,24.0,4.6,0.4,0.0,0.0,Rain,0
2021-05-02 05:00:00,122,2,6,2021,5,5,41.0,4.6,0.7,0.0,0.0,Rain,0
2021-05-02 06:00:00,122,2,6,2021,5,6,95.0,4.6,0.5,0.0,0.0,Rain,0
2021-05-02 07:00:00,122,2,6,2021,5,7,140.0,4.9,0.5,0.0,0.0,Rain,0
2021-05-02 08:00:00,122,2,6,2021,5,8,345.0,5.1,0.5,0.0,0.0,Rain,0
2021-05-02 09:00:00,122,2,6,2021,5,9,700.0,5.8,0.3,0.0,0.0,Rain,0
2021-05-02 10:00:00,122,2,6,2021,5,10,1020.0,6.9,0.0,0.0,0.0,Cloudy,0
2021-05-02 11:00:00,122,2,6,2021,5,11,1038.0,8.2,0.0,0.0,0.0,Cloudy,0
2021-05-02 12:00:00,122,2,6,2021,5,12,820.0,8.3,0.0,22.0,0.0,Cloudy,0
2021-05-02 13:00:00,122,2,6,2021,5,13,597.0,8.9,0.0,36.0,0.0,Clear,0
2021-05-02 14:00:00,122,2,6,2021,5,14,547.0,6.9,0.0,0.0,0.0,Cloudy,0
2021-05-02 15:00:00,122,2,6,2021,5,15,560.0,7.4,0.1,12.0,0.0,Cloudy,0
2021-05-02 16:00:00,122,2,6,2021,5,16,570.0,6.2,2.4,0.0,0.0,Rain,0
2021-05-02 17:00:00,122,2,6,2021,5,17,532.0,5.9,0.5,0.0,0.0,Rain,0
2021-05-02 18:00:00,122,2,6,2021,5,18,383.0,6.3,0.1,0.0,0.0,Cloudy,0
2021-05-02 19:00:00,122,2,6,2021,5,19,314.0,5.7,0.7,0.0,0.0,Rain,0
2021-05-02 20:00:00,122,2,6,2021,5,20,220.0,5.4,0.1,0.0,0.0,Night,0
2021-05-02 21:00:00,122,2,6,2021,5,21,159.0,5.5,0.1,0.0,0.0,Night,0
2021-05-02 22:00:00,122,2,6,2021,5,22,105.0,5.5,0.2,0.0,0.0,Rain,0
2021-05-02 23:00:00,122,2,6,2021,5,23,49.0,5.5,0.0,0.0,0.0,Night,0
2021-05-03 00:00:00,123,3,0,2021,5,0,37.0,5.3,0.0,0.0,0.0,Night,0
2021-05-03 01:00:00,123,3,0,2021,5,1,20.0,5.0,0.0,0.0,0.0,Night,0
2021-05-03 02:00:00,123,3,0,2021,5,2,14.0,4.5,0.0,0.0,0.0,Night,0
2021-05-03 03:00:00,123,3,0,2021,5,3,15.0,3.7,0.0,0.0,0.0,Night,0
2021-05-03 04:00:00,123,3,0,2021,5,4,42.0,3.0,0.0,0.0,0.0,Night,0
2021-05-03 05:00:00,123,3,0,2021,5,5,191.0,3.2,0.0,3.0,0.0,Night,0
2021-05-03 06:00:00,123,3,0,2021,5,6,573.0,5.3,0.0,60.0,0.0,Night,0
2021-05-03 07:00:00,123,3,0,2021,5,7,727.0,6.3,0.0,60.0,0.0,Clear,0
2021-05-03 08:00:00,123,3,0,2021,5,8,716.0,7.8,0.0,60.0,0.0,Clear,0
2021-05-03 09:00:00,123,3,0,2021,5,9,767.0,8.7,0.0,50.0,0.0,Clear,0
2021-05-03 10:00:00,123,3,0,2021,5,10,878.0,9.9,0.0,51.0,0.0,Clear,0
2021-05-03 11:00:00,123,3,0,2021,5,11,864.0,10.0,0.0,33.0,0.0,Clear,0
2021-05-03 12:00:00,123,3,0,2021,5,12,670.0,11.5,0.0,54.0,0.0,Clear,0
2021-05-03 13:00:00,123,3,0,2021,5,13,743.0,12.2,0.0,60.0,0.0,Clear,0
2021-05-03 14:00:00,123,3,0,2021,5,14,636.0,12.6,0.0,60.0,0.0,Clear,0
2021-05-03 15:00:00,123,3,0,2021,5,15,683.0,13.1,0.0,59.0,0.0,Clear,0
2021-05-03 16:00:00,123,3,0,2021,5,16,822.0,13.4,0.0,60.0,0.0,Clear,0
2021-05-03 17:00:00,123,3,0,2021,5,17,1108.0,13.5,0.0,60.0,0.0,Clear,0
2021-05-03 18:00:00,123,3,0,2021,5,18,750.0,12.8,0.0,60.0,0.0,Clear,0
2021-05-03 19:00:00,123,3,0,2021,5,19,389.0,11.0,0.0,15.0,0.0,Cloudy,0
2021-05-03 20:00:00,123,3,0,2021,5,20,288.0,9.3,0.0,0.0,0.0,Night,0
2021-05-03 21:00:00,123,3,0,2021,5,21,192.0,8.3,0.0,0.0,0.0,Night,0
2021-05-03 22:00:00,123,3,0,2021,5,22,114.0,7.0,0.0,0.0,0.0,Night,0
2021-05-03 23:00:00,123,3,0,2021,5,23,72.0,6.3,0.0,0.0,0.0,Night,0
2021-05-04 00:00:00,124,4,1,2021,5,0,41.0,5.9,0.0,0.0,0.0,Night,0
2021-05-04 01:00:00,124,4,1,2021,5,1,32.0,5.5,0.0,0.0,0.0,Night,0
2021-05-04 02:00:00,124,4,1,2021,5,2,16.0,5.0,0.0,0.0,0.0,Night,0
2021-05-04 03:00:00,124,4,1,2021,5,3,21.0,5.0,0.0,0.0,0.0,Night,0
2021-05-04 04:00:00,124,4,1,2021,5,4,33.0,4.5,0.0,0.0,0.0,Night,0
2021-05-04 05:00:00,124,4,1,2021,5,5,162.0,5.4,0.0,29.0,0.0,Night,0
2021-05-04 06:00:00,124,4,1,2021,5,6,538.0,7.7,0.0,19.0,0.0,Night,0
2021-05-04 07:00:00,124,4,1,2021,5,7,637.0,8.7,0.0,18.0,0.0,Cloudy,0
2021-05-04 08:00:00,124,4,1,2021,5,8,542.0,10.6,0.0,45.0,0.0,Clear,0
2021-05-04 09:00:00,124,4,1,2021,5,9,620.0,12.9,0.0,51.0,0.0,Clear,0
2021-05-04 10:00:00,124,4,1,2021,5,10,643.0,15.8,0.0,58.0,0.0,Clear,0
2021-05-04 11:00:00,124,4,1,2021,5,11,696.0,16.5,0.0,18.0,0.0,Cloudy,0
2021-05-04 12:00:00,124,4,1,2021,5,12,608.0,17.3,0.0,53.0,0.0,Clear,0
2021-05-04 13:00:00,124,4,1,2021,5,13,614.0,17.1,0.0,8.0,0.0,Cloudy,0
2021-05-04 14:00:00,124,4,1,2021,5,14,575.0,17.1,0.0,0.0,0.0,Cloudy,0
2021-05-04 15:00:00,124,4,1,2021,5,15,600.0,17.3,0.0,2.0,0.0,Cloudy,0
2021-05-04 16:00:00,124,4,1,2021,5,16,858.0,16.9,0.0,0.0,0.0,Cloudy,0
2021-05-04 17:00:00,124,4,1,2021,5,17,1129.0,16.4,0.0,0.0,0.0,Cloudy,0
2021-05-04 18:00:00,124,4,1,2021,5,18,744.0,16.0,0.0,0.0,0.0,Cloudy,0
2021-05-04 19:00:00,124,4,1,2021,5,19,441.0,15.0,0.0,0.0,0.0,Cloudy,0
2021-05-04 20:00:00,124,4,1,2021,5,20,270.0,13.7,0.0,0.0,0.0,Night,0
2021-05-04 21:00:00,124,4,1,2021,5,21,204.0,13.4,0.0,0.0,0.0,Night,0
2021-05-04 22:00:00,124,4,1,2021,5,22,124.0,13.0,0.0,0.0,0.0,Night,0
2021-05-04 23:00:00,124,4,1,2021,5,23,57.0,12.8,0.0,0.0,0.0,Night,0
2021-05-05 00:00:00,125,5,2,2021,5,0,39.0,12.8,0.0,0.0,0.0,Night,0
