timestamp,elapsed_s,cpu_percent,ram_percent,ram_used_gb,gpu_util_percent,gpu_mem_used_mb,gpu_mem_total_mb
2026-07-31T20:02:51,737.7,17.1,48.4,15.41,41.0,1563.0,8192.0
2026-07-31T20:02:53,739.8,22.0,48.4,15.41,41.0,1551.0,8192.0
2026-07-31T20:02:55,741.8,16.6,48.4,15.4,37.0,1549.0,8192.0
2026-07-31T20:02:57,743.9,18.2,48.4,15.4,34.0,1555.0,8192.0
2026-07-31T20:02:59,745.9,19.1,48.4,15.4,39.0,1549.0,8192.0
2026-07-31T20:03:01,748.0,25.2,48.4,15.4,22.0,1549.0,8192.0
2026-07-31T20:03:03,750.1,18.9,48.4,15.4,35.0,1551.0,8192.0
2026-07-31T20:03:05,752.1,15.8,48.3,15.4,41.0,1551.0,8192.0
2026-07-31T20:03:07,754.2,22.3,48.3,15.39,34.0,1556.0,8192.0
2026-07-31T20:03:09,756.2,21.0,48.3,15.39,38.0,1551.0,8192.0
2026-07-31T20:03:11,758.3,21.1,48.3,15.39,38.0,1551.0,8192.0
2026-07-31T20:03:13,760.3,15.7,48.3,15.4,44.0,1556.0,8192.0
2026-07-31T20:03:15,762.4,18.2,48.4,15.4,30.0,1556.0,8192.0
2026-07-31T20:03:18,764.5,20.2,48.4,15.4,38.0,1551.0,8192.0
2026-07-31T20:03:20,766.5,19.1,48.4,15.4,40.0,1551.0,8192.0
2026-07-31T20:03:22,768.5,18.5,48.3,15.4,70.0,1556.0,8192.0
2026-07-31T20:03:24,770.6,16.9,48.3,15.4,37.0,1551.0,8192.0
2026-07-31T20:03:26,772.6,21.9,48.3,15.39,34.0,1551.0,8192.0
2026-07-31T20:03:28,774.7,21.5,48.3,15.39,46.0,1566.0,8192.0
2026-07-31T20:03:30,776.7,16.2,48.3,15.39,38.0,1554.0,8192.0
2026-07-31T20:03:32,778.8,17.6,48.3,15.39,39.0,1562.0,8192.0
2026-07-31T20:03:34,780.9,22.5,48.3,15.39,38.0,1553.0,8192.0
2026-07-31T20:03:36,782.9,24.1,48.3,15.39,39.0,1553.0,8192.0
2026-07-31T20:03:38,785.0,19.7,48.3,15.4,36.0,1557.0,8192.0
2026-07-31T20:03:40,787.0,17.0,48.3,15.39,38.0,1551.0,8192.0
2026-07-31T20:03:42,789.1,20.6,48.3,15.39,40.0,1549.0,8192.0
2026-07-31T20:03:44,791.1,22.9,48.3,15.39,37.0,1549.0,8192.0
2026-07-31T20:03:46,793.2,16.5,48.3,15.4,39.0,1549.0,8192.0
2026-07-31T20:03:48,795.2,20.2,47.8,15.22,34.0,1549.0,8192.0
2026-07-31T20:03:50,797.3,18.1,47.8,15.22,34.0,1549.0,8192.0
2026-07-31T20:03:52,799.3,22.8,47.8,15.23,27.0,1549.0,8192.0
2026-07-31T20:03:54,801.4,19.0,47.8,15.23,24.0,1555.0,8192.0
2026-07-31T20:03:57,803.5,19.2,47.8,15.23,33.0,1541.0,8192.0
2026-07-31T20:03:59,805.5,23.1,47.8,15.22,29.0,1541.0,8192.0
2026-07-31T20:04:01,807.6,22.3,47.8,15.22,31.0,1547.0,8192.0
2026-07-31T20:04:03,809.7,21.5,47.8,15.21,46.0,1547.0,8192.0
2026-07-31T20:04:05,811.7,17.2,47.8,15.22,46.0,1541.0,8192.0
2026-07-31T20:04:07,813.8,18.7,47.8,15.21,50.0,1541.0,8192.0
2026-07-31T20:04:09,815.8,21.0,47.8,15.22,37.0,1547.0,8192.0
2026-07-31T20:04:11,817.9,21.7,47.8,15.22,39.0,1541.0,8192.0
2026-07-31T20:04:13,819.9,16.6,47.8,15.22,36.0,1541.0,8192.0
2026-07-31T20:04:15,822.0,18.9,47.8,15.22,38.0,1547.0,8192.0
2026-07-31T20:04:17,824.0,19.1,47.8,15.22,23.0,1541.0,8192.0
2026-07-31T20:04:19,826.1,20.9,47.8,15.22,40.0,1541.0,8192.0
2026-07-31T20:04:21,828.1,14.8,47.8,15.22,24.0,1547.0,8192.0
2026-07-31T20:04:23,830.2,18.8,47.8,15.22,33.0,1546.0,8192.0
2026-07-31T20:04:25,832.3,18.0,47.8,15.22,36.0,1541.0,8192.0
2026-07-31T20:04:27,834.3,22.3,47.8,15.22,9.0,1541.0,8192.0
2026-07-31T20:04:29,836.3,17.8,47.8,15.22,34.0,1556.0,8192.0
2026-07-31T20:04:31,838.4,16.4,47.8,15.22,39.0,1551.0,8192.0
2026-07-31T20:04:33,840.4,21.0,47.8,15.22,38.0,1551.0,8192.0
2026-07-31T20:04:36,842.5,21.0,47.8,15.22,39.0,1556.0,8192.0
2026-07-31T20:04:38,844.5,15.3,47.8,15.22,41.0,1556.0,8192.0
2026-07-31T20:04:40,846.6,17.2,47.8,15.22,37.0,1551.0,8192.0
2026-07-31T20:04:42,848.6,20.8,47.8,15.22,40.0,1551.0,8192.0
