epoch,train_mse,val_mse,train_rmse,val_rmse,train_r2,val_r2
0,53598.74561864235,36025.1117711333,231.51402898883333,189.80282340137435,0.4868895411491394,0.6689874529838562
1,32036.507892084253,28426.395616691152,178.98745177269902,168.6012918594966,0.6933087110519409,0.7388073205947876
2,26726.413912833043,24127.608809535257,163.48215166443413,155.33064349810456,0.7441432476043701,0.778306245803833
3,23324.37873744642,22174.430158581956,152.72320955718033,148.9108127658363,0.7767115235328674,0.7962528467178345
4,21198.732899816627,20116.57624172001,145.59784648069706,141.8329166368654,0.7970607280731201,0.8151611685752869
5,19054.564217916955,19085.538310867694,138.03827084514265,138.1504191483605,0.8175872564315796,0.8246347904205322
6,17611.19601703469,18364.075365023597,132.70718148252072,135.5141150029162,0.8314048051834106,0.8312637805938721
7,16548.159661799862,17225.43248706584,128.63965042629687,131.24569511822412,0.8415814638137817,0.8417261242866516
8,15699.843503767563,16399.74055930829,125.29901637190758,128.06147179893057,0.8497025966644287,0.8493129014968872
9,14829.15512637153,16096.353040618216,121.77501848232885,126.87140355737466,0.8580378293991089,0.8521005511283875
10,14064.70958712091,15709.947799912388,118.59472832769976,125.33933061857475,0.8653559684753418,0.8556509613990784
11,13728.012247781358,15606.358518054763,117.166600393548,124.92541181863186,0.8685792684555054,0.8566027879714966
12,13276.089495450962,15119.899890691095,115.2219141285674,122.96300212133362,0.8729056119918823,0.8610725402832031
13,12703.008058928746,14928.395183996583,112.70762200902273,122.18181200160923,0.8783918023109436,0.8628321886062622
14,12335.225320104832,15904.644902618978,111.06405953369807,126.1136190211786,0.8819126486778259,0.8538620471954346
15,11987.43504884821,14783.41937806547,109.48714558727069,121.58708557270985,0.8852421045303345,0.8641642332077026
16,11686.216920686917,15329.047358559268,108.10280718226939,123.8105300794697,0.8881257772445679,0.8591508269309998
17,11423.170785439172,15491.7228421945,106.87923458483024,124.46574967513955,0.8906439542770386,0.8576561212539673
18,11146.008136552398,15735.935190941766,105.57465669635114,125.44295592396477,0.8932972550392151,0.8554121851921082
19,10901.936445238558,14975.37630541977,104.41233856799951,122.37392003780776,0.8956338167190552,0.8624005317687988
20,10489.64553985319,14961.540564060402,102.41897060531896,122.31737637825789,0.899580717086792,0.86252760887146
21,10477.140122150311,14830.495540055492,102.3579020992044,121.78052200600673,0.8997004628181458,0.8637317419052124
22,10196.683750166983,14148.475391498721,100.97863016582758,118.94736395355184,0.9023852944374084,0.8699983954429626
23,10028.180076433968,13954.375860045619,100.14080125719968,118.12864115042387,0.9039984345436096,0.8717818260192871
24,9888.83897789372,14377.071061337254,99.44264164780479,119.90442469457602,0.9053323864936829,0.8678979873657227
25,9654.414669710444,14407.678809878656,98.25688102983142,120.03199077695353,0.9075765609741211,0.8676167130470276
26,9693.703289677369,14833.280906902011,98.45660612512178,121.79195748037722,0.9072004556655884,0.863706111907959
27,9449.586795028368,14082.934188353154,97.20898515584024,118.67153908310601,0.9095374345779419,0.8706005811691284
28,9226.870009359933,14321.516928344528,96.0565979480844,119.67254041067454,0.9116694927215576,0.8684083819389343
29,9077.99762271198,14496.947734887388,95.27852655615524,120.40327127984268,0.913094699382782,0.8667964935302734
30,9006.47535238225,14705.133589411695,94.90245177223952,121.26472524774752,0.9137793779373169,0.864883542060852
31,8787.265153255374,13852.46081890646,93.74041366057317,117.6964775127381,0.9158779382705688,0.8727182745933533
32,8831.769641778623,14050.352009439464,93.97749540064697,118.53418076419757,0.9154518842697144,0.8708999752998352
33,8669.980670317516,13630.342858853312,93.11273097873091,116.74905934890144,0.9170007109642029,0.8747591972351074
34,8814.396152820269,14444.897151442037,93.88501559258681,120.18692587566268,0.9156181812286377,0.8672747611999512
35,8567.532423820527,14304.737571291695,92.5609659836182,119.6024145713275,0.9179814457893372,0.8685625791549683
36,8714.141976422552,15288.883609516368,93.34956869971361,123.6482252582558,0.916577935218811,0.8595198392868042
37,8398.44223721734,15845.827609527245,91.64301521238451,125.88021135002613,0.9196001887321472,0.854402482509613
38,8497.756453902583,14534.963680351255,92.18327643288983,120.56103715691589,0.918649435043335,0.8664471507072449
39,8504.25019065538,14986.427407319565,92.21849158740008,122.4190647216338,0.9185872673988342,0.8622989654541016
40,8156.184849048668,14190.849616206146,90.31159864075416,119.12535253339713,0.9219193458557129,0.8696090579032898
41,7983.450882970537,14376.028307299332,89.35015883013605,119.9000763440096,0.9235730171203613,0.8679075241088867
42,7986.218236870599,14883.458194726161,89.36564349273495,121.99777946637457,0.9235464930534363,0.8632450699806213
43,8088.249578465548,14289.33049206597,89.93469618820951,119.53798765273729,0.922569751739502,0.8687041401863098
