epoch,train_mse,val_mse,train_rmse,val_rmse,train_r2,val_r2
0,16471.988724730647,11033.8062228258,128.34324573085507,105.04192602397293,0.41577863693237305,0.614352822303772
1,10437.048922322214,8768.17269815527,102.1618760708818,93.63852144366264,0.6298232674598694,0.6935399770736694
2,8641.114734729881,7318.099516365375,92.95759643369594,85.54589128862575,0.6935206651687622,0.7442220449447632
3,7526.34499304475,6093.758933575876,86.75450992913711,78.06253220063948,0.7330588102340698,0.7870144844055176
4,6454.404881759828,5077.600030301163,80.33931093655103,71.2572805424201,0.7710779309272766,0.8225306868553162
5,5837.929942990052,4327.231462117977,76.406347530752,65.78169549440008,0.7929428219795227,0.8487571477890015
6,5338.698263670862,3837.855587408908,73.06639626853689,61.950428468323835,0.8106493353843689,0.8658615350723267
7,4905.451459226404,3569.9840217476685,70.03892817017122,59.74934327461406,0.8260155916213989,0.8752239942550659
8,4521.506375186293,3289.7491154249883,67.24214731242819,57.35633457103922,0.8396331667900085,0.8850185871124268
9,4226.25462315333,2965.674326885002,65.00965023097208,54.458005168065064,0.8501050472259521,0.8963454961776733
10,4022.758209171385,2923.512622046805,63.42521745466376,54.069516569383204,0.8573225736618042,0.8978191018104553
11,3829.9815790106927,2708.9260946895383,61.886844959253594,52.04734474197063,0.864159882068634,0.9053192138671875
12,3668.7454823891126,2572.4209694063616,60.57016990556583,50.71903951581065,0.8698785305023193,0.9100902080535889
13,3518.6192191886594,2511.6321921349036,59.31795022747043,50.116186927328215,0.8752031326293945,0.9122148752212524
14,3384.357636769567,2422.868043356438,58.17523215913768,49.22263750914246,0.87996506690979,0.9153173565864563
15,3235.6196754839402,2328.329398873714,56.88250764060899,48.25276571217151,0.8852404356002808,0.9186215996742249
16,3199.3967362890944,2237.5249969414053,56.56321009533577,47.30248404620423,0.8865251541137695,0.9217953085899353
17,3072.2761776343245,2183.3747326383605,55.428117211703345,46.726595560112884,0.8910338282585144,0.9236879348754883
18,2952.5385614621027,2191.4788581892994,54.337266783139754,46.813233793333474,0.895280659198761,0.9234046936035156
19,2950.3284252553876,2109.466226191564,54.31692577139641,45.928925811426986,0.8953590393066406,0.9262712001800537
20,2897.3772285887558,2011.9078607253034,53.82729074167448,44.85429590045198,0.8972370624542236,0.9296809434890747
21,2879.526665285654,2172.18901230184,53.661221242957694,46.60674857037166,0.8978701829910278,0.9240789413452148
22,2761.6602817917956,2086.8327150922855,52.55150123252232,45.681864181448255,0.9020506143569946,0.9270622730255127
23,2818.3940483913134,2131.7344177493987,53.088549126825015,46.170709521832116,0.9000384211540222,0.9254928827285767
24,2696.012602175775,2118.4349755443577,51.92314129726528,46.02645951563468,0.9043790102005005,0.9259576797485352
25,2710.1917682239828,2222.252764943708,52.05950218955213,47.140776032472225,0.9038760662078857,0.9223291277885437
26,2630.9139598037327,2017.0452328428605,51.292435697710175,44.91152672580682,0.90668785572052,0.9295014142990112
27,2679.200219968471,2213.108024405206,51.76099129623071,47.04368208808921,0.9049752950668335,0.9226487278938293
28,2554.0958746950887,2018.71594408834,50.53806362233409,44.93012290310744,0.9094124436378479,0.9294430017471313
29,2538.5820478532496,2026.0769564286832,50.38434328095634,45.01196459196913,0.9099626541137695,0.9291857481002808
30,2446.1135754316692,1852.5462077856569,49.458200285005006,43.04121522198992,0.9132422804832458,0.9352508783340454
31,2460.9179000319177,2067.4014948457852,49.6076395329582,45.46868697076907,0.9127172231674194,0.9277414083480835
32,2442.5482311773153,1952.1617361191102,49.422143126106086,44.183274393361906,0.9133687615394592,0.9317691922187805
33,2495.5930559252997,2136.3900775187285,49.95591112096045,46.22109991679913,0.911487340927124,0.9253301620483398
34,2309.134843069804,1946.9318239839956,48.05345818013313,44.12405040319843,0.9181005954742432,0.9319519996643066
35,2300.8916838540126,2077.0767735416816,47.96761077908731,45.57495774591219,0.9183929562568665,0.9274032115936279
36,2297.9643665352114,2072.0649618035677,47.93708758920604,45.51994026581722,0.9184967875480652,0.9275783896446228
37,2336.3835661200324,2654.1718140010375,48.3361517512517,51.5186550096277,0.917134165763855,0.907232940196991
38,2355.5029395281904,1831.881458482445,48.53352387297043,42.80048432532563,0.9164560437202454,0.9359731674194336
39,2325.537301478337,2394.603460392186,48.22382503989431,48.934685657437164,0.9175188541412354,0.9163051843643188
40,2375.9889978046886,2482.0066171765784,48.74411757129971,49.819741239558624,0.9157294631004333,0.9132503271102905
41,2309.7032369988683,1813.6784483892934,48.0593719996305,42.5873038403383,0.9180804491043091,0.9366093873977661
42,2273.209614972579,1908.4067869579164,47.67818804204475,43.68531546135287,0.9193747639656067,0.9332984685897827
43,2132.2174297287897,2032.5806388490898,46.175939944182936,45.08415063910032,0.9243754148483276,0.9289584159851074
44,2236.7009454892927,2473.7713733190553,47.29377279821619,49.73702215974591,0.920669674873352,0.9135381579399109
45,2320.137217297794,2218.5189434794597,48.16780270365043,47.10115649832242,0.9177103638648987,0.922459602355957
46,2282.989166595762,2178.8049564608687,47.78063589568228,46.67767085514088,0.9190279245376587,0.9238476753234863
47,2146.8138280629028,2127.2479275044666,46.33372236355399,46.12209803884106,0.9238577485084534,0.9256496429443359
48,2199.1309484818707,1908.8133219876688,46.894892562856676,43.689968207675186,0.9220021963119507,0.9332842826843262
49,2104.302903114854,2190.571361459509,45.87268144674839,46.803540052644614,0.9253655076026917,0.9234364032745361
50,2135.6626875176016,2145.647122903374,46.21323065440894,46.32113041478342,0.9242532253265381,0.9250065684318542
51,2068.009376103343,2130.786277166772,45.47537109362983,46.16044060845576,0.926652729511261,0.9255260229110718
