epoch,train_mse,val_mse,train_rmse,val_rmse,train_r2,val_r2
0,15322.302540133776,10473.490319139442,123.78328861414928,102.34007191290928,0.40101921558380127,0.6002287864685059
1,9781.533856126252,8251.861788166727,98.90163727727794,90.83975885132418,0.6176193952560425,0.6850279569625854
2,8023.025092605318,6746.293773450168,89.57134079941707,82.13582515230591,0.6863632202148438,0.7424951791763306
3,6822.006777542844,5656.641638882138,82.59544041618062,75.21064844077691,0.7333135008811951,0.784087061882019
4,5886.952403384562,4784.80626546428,76.7264778507691,69.17229405957474,0.7698667645454407,0.8173648118972778
5,5357.805175484114,4119.991174553177,73.1970298269275,64.1871573957998,0.7905521988868713,0.8427407145500183
6,4945.337240418007,3752.8734050016333,70.3230918007592,61.26070033064945,0.80667644739151,0.8567535281181335
7,4559.252764491188,3509.808443796945,67.52223903641813,59.24363631477178,0.8217692971229553,0.866031289100647
8,4256.38783272459,3319.3839762554867,65.24099809724396,57.61409529147782,0.8336089253425598,0.8732997179031372
9,4040.8178348264946,3042.135723599499,63.56742746742622,55.1555593172574,0.8420360088348389,0.8838822245597839
10,3907.3341181069377,2912.956010517886,62.508672343179214,53.97180755281303,0.8472541570663452,0.8888130187988281
11,3703.1503285437416,2701.5429535376584,60.853515334315254,51.976369183867185,0.8552361130714417,0.8968825936317444
12,3549.424165085391,2617.746101279796,59.57704394383285,51.16391405355728,0.8612456321716309,0.9000810980796814
13,3403.4156811520784,2569.6802675282593,58.338800820312365,50.69201384368409,0.8669533729553223,0.9019157886505127
14,3307.9742038077807,2410.5090733433185,57.514991122382874,49.09693547812652,0.8706843852996826,0.9079912900924683
15,3161.0061949037263,2449.252079238309,56.22282627993479,49.48991896576826,0.8764296770095825,0.9065124988555908
16,3094.8114411637052,2328.2173064673875,55.631029481429735,48.25160418542981,0.8790173530578613,0.9111323952674866
17,2994.609384470017,2246.064695802549,54.723024262827586,47.39266500000342,0.8829344511032104,0.9142681360244751
18,2914.453417759545,2286.055947351257,53.985677894785624,47.81271742278677,0.8860679268836975,0.9127416610717773
19,2886.321246862108,2114.9591061299807,53.724493919087855,45.98868454446137,0.8871676921844482,0.9192724227905273
20,2816.067146839802,2084.440555845141,53.06662931485098,45.65567386256762,0.8899140357971191,0.9204372763633728
21,2736.09325173846,2304.0547474505574,52.30767870722672,48.00057028255558,0.8930404186248779,0.9120546579360962
22,2660.6689076311227,2154.907413639386,51.5816722066193,46.42098031751792,0.8959888815879822,0.9177475571632385
23,2690.844890901794,2344.408380150992,51.873354344034794,48.419091071095,0.8948092460632324,0.9105143547058105
24,2631.065231819519,2043.311430400099,51.29391028006658,45.20300244895353,0.8971461653709412,0.9220072031021118
25,2565.105846799335,2311.246255956419,50.64687400816891,48.0754225769927,0.8997246623039246,0.9117801785469055
26,2529.3771002046296,2293.232167239885,50.29291302166369,47.88770371650622,0.9011213779449463,0.9124677777290344
27,2533.1801341161618,2409.6257279213587,50.33070766556101,49.08793872145539,0.9009726643562317,0.9080250263214111
28,2492.6718471372747,2452.5653544573274,49.926664690696846,49.52338189640654,0.9025562405586243,0.9063860177993774
29,2493.8569129371685,2213.4875116585204,49.93853134541672,47.04771526502132,0.9025099277496338,0.9155116081237793
30,2446.6170093789196,2202.9675918751277,49.46328951231327,46.93578157307202,0.9043566584587097,0.9159131646156311
31,2387.346356670457,2410.576855916871,48.86047847361359,49.09762576659762,0.9066736698150635,0.9079887270927429
32,2386.425194580191,2534.3378369352254,48.85105111029026,50.34220731091581,0.9067096710205078,0.9032648205757141
33,2362.8363820807585,2370.426203674089,48.609015440355904,48.68702294938651,0.9076317548751831,0.9095212817192078
34,2296.5545408876783,2316.070726647444,47.92238037585026,48.125572481243736,0.9102228879928589,0.9115960001945496
